make,model,year,overall_rating,frontal_crash,side_crash,rollover,safety_concern,model,1,2,3,,,,
Honda,ACCORD 4 DR FWD,2022,5,5,5,5,FALSE,ACCORD,4,DR,FWD,,,,
Honda,CIVIC HATCHBACK 5 HB FWD,2022,4.7,4,5,5,FALSE,CIVIC,HATCHBACK,5,HB,FWD,,,
Honda,ACCORD HYBRID 4 DR FWD,2022,5,5,5,5,FALSE,ACCORD,HYBRID,4,DR,FWD,,,
Honda,ODYSSEY VAN FWD,2022,4.7,5,5,4,FALSE,ODYSSEY,VAN,FWD,,,,,
Honda,CR-V SUV FWD,2021,4.7,5,5,4,FALSE,CR-V,SUV,FWD,,,,,
Honda,CR-V HYBRID SUV AWD,2021,4.7,5,5,4,FALSE,CR-V,HYBRID,SUV,AWD,,,,
Honda,HR-V SUV FWD,2021,4.3,4,5,4,FALSE,HR-V,SUV,FWD,,,,,
Honda,CR-V SUV AWD,2021,4.7,5,5,4,FALSE,CR-V,SUV,AWD,,,,,
Honda,HR-V SUV AWD,2021,4.3,4,5,4,FALSE,HR-V,SUV,AWD,,,,,
Honda,RIDGELINE PU/CC FWD,2021,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,FWD,,,,,
Honda,RIDGELINE PU/CC AWD,2021,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,AWD,,,,,
Honda,PASSPORT SUV FWD,2021,4.3,4,5,4,FALSE,PASSPORT,SUV,FWD,,,,,
Honda,PASSPORT SUV AWD,2021,4.3,4,5,4,FALSE,PASSPORT,SUV,AWD,,,,,
Honda,ODYSSEY MV FWD,2023,4.7,5,5,4,FALSE,ODYSSEY,MV,FWD,,,,,
Honda,ACCORD HYBRID 4 DR FWD,2021,5,5,5,5,FALSE,ACCORD,HYBRID,4,DR,FWD,,,
Honda,ACCORD 4 DR FWD,2021,5,5,5,5,FALSE,ACCORD,4,DR,FWD,,,,
Honda,CIVIC 4 DR FWD,2021,5,5,5,5,FALSE,CIVIC,4,DR,FWD,,,,
Honda,CIVIC SEDAN SI 4 DR FWD,2022,4.7,4,5,5,FALSE,CIVIC,SEDAN,SI,4,DR,FWD,,
Honda,PASSPORT SUV FWD,2022,4.3,4,5,4,FALSE,PASSPORT,SUV,FWD,,,,,
Honda,PASSPORT SUV AWD,2022,4.3,4,5,4,FALSE,PASSPORT,SUV,AWD,,,,,
Honda,CIVIC 4 DR FWD,2022,4.7,4,5,5,FALSE,CIVIC,4,DR,FWD,,,,
Honda,CR-V SUV FWD,2022,4.7,5,5,4,FALSE,CR-V,SUV,FWD,,,,,
Honda,CR-V HYBRID SUV AWD,2022,4.7,5,5,4,FALSE,CR-V,HYBRID,SUV,AWD,,,,
Honda,PILOT SUV FWD,2022,4.3,4,5,4,FALSE,PILOT,SUV,FWD,,,,,
Honda,RIDGELINE PU/CC FWD,2022,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,FWD,,,,,
Honda,CR-V SUV AWD,2022,4.7,5,5,4,FALSE,CR-V,SUV,AWD,,,,,
Honda,PILOT SUV AWD,2022,4.3,4,5,4,FALSE,PILOT,SUV,AWD,,,,,
Honda,RIDGELINE PU/CC AWD,2022,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,AWD,,,,,
Honda,HR-V SUV FWD,2023,4.7,5,5,4,FALSE,HR-V,SUV,FWD,,,,,
Honda,RIDGELINE PU/CC FWD,2023,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,FWD,,,,,
Honda,RIDGELINE PU/CC AWD,2023,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,AWD,,,,,
Honda,CIVIC HATCHBACK 5 HB FWD,2023,4.7,4,5,5,FALSE,CIVIC,HATCHBACK,5,HB,FWD,,,
Honda,CIVIC SEDAN 4 DR FWD,2023,4.7,4,5,5,FALSE,CIVIC,SEDAN,4,DR,FWD,,,
Honda,PASSPORT SUV AWD,2023,4.3,4,5,4,FALSE,PASSPORT,SUV,AWD,,,,,
Honda,PASSPORT SUV FWD,2023,4.3,4,5,4,FALSE,PASSPORT,SUV,FWD,,,,,
Honda,CIVIC SEDAN SI 4 DR FWD,2023,4.7,4,5,5,FALSE,CIVIC,SEDAN,SI,4,DR,FWD,,
Honda,HR-V SUV FWD,2024,4.7,5,5,4,FALSE,HR-V,SUV,FWD,,,,,
Honda,CIVIC HATCHBACK 5 HB FWD,2024,4.7,4,5,5,FALSE,CIVIC,HATCHBACK,5,HB,FWD,,,
Honda,CIVIC SEDAN 4 DR FWD,2024,4.7,4,5,5,FALSE,CIVIC,SEDAN,4,DR,FWD,,,
Honda,CIVIC SEDAN SI 4 DR FWD,2024,4.7,4,5,5,FALSE,CIVIC,SEDAN,SI,4,DR,FWD,,
Honda,ODYSSEY PV FWD,2024,4.7,5,5,4,FALSE,ODYSSEY,PV,FWD,,,,,
Honda,PASSPORT SUV FWD,2024,4.3,4,5,4,FALSE,PASSPORT,SUV,FWD,,,,,
Honda,PASSPORT SUV AWD,2024,4.3,4,5,4,FALSE,PASSPORT,SUV,AWD,,,,,
Honda,RIDGELINE PU/CC FWD,2024,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,FWD,,,,,
Honda,RIDGELINE PU/CC AWD,2024,4.7,5,5,4,FALSE,RIDGELINE,PU/CC,AWD,,,,,
Honda,CIVIC HATCH 5 HB FWD,2021,5,5,5,5,FALSE,CIVIC,HATCH,5,HB,FWD,,,
Honda,CR-V SUV FWD,2011,4,4,4,4,FALSE,CR-V,SUV,FWD,,,,,
Honda,Pilot SUV FWD,2011,4.3,4,5,4,FALSE,Pilot,SUV,FWD,,,,,
Honda,Pilot SUV AWD,2011,4.3,4,5,4,FALSE,Pilot,SUV,AWD,,,,,
Honda,CR-V SUV AWD,2011,4,4,4,4,FALSE,CR-V,SUV,AWD,,,,,
Honda,Pilot SUV FWD,2012,4.3,4,5,4,FALSE,Pilot,SUV,FWD,,,,,
Honda,Civic 2 DR FWD,2012,4,4,4,4,FALSE,Civic,2,DR,FWD,,,,
Honda,Fit 5 HB FWD,2012,4,4,4,4,FALSE,Fit,5,HB,FWD,,,,
Honda,CR-Z 3 HB FWD,2012,4,4,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,Pilot SUV 4WD,2012,4.3,4,5,4,FALSE,Pilot,SUV,4WD,,,,,
Honda,Fit 5 HB FWD,2013,4,4,4,4,FALSE,Fit,5,HB,FWD,,,,
Honda,CR-Z 3 HB FWD,2013,4,4,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,CR-V SUV FWD,2015,4.3,4,5,4,FALSE,CR-V,SUV,FWD,,,,,
Honda,CR-V SUV AWD,2015,4.3,4,5,4,FALSE,CR-V,SUV,AWD,,,,,
Honda,Pilot SUV FWD,2015,4.3,4,5,4,FALSE,Pilot,SUV,FWD,,,,,
Honda,Pilot SUV 4WD,2015,4.3,4,5,4,FALSE,Pilot,SUV,4WD,,,,,
Honda,Civic 2 DR FWD,2015,4.3,4,5,4,FALSE,Civic,2,DR,FWD,,,,
Honda,CR-Z 3 HB FWD,2015,4,4,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,Pilot SUV FWD,2013,4.3,4,5,4,FALSE,Pilot,SUV,FWD,,,,,
Honda,Civic 2 DR FWD,2013,4.3,4,5,4,FALSE,Civic,2,DR,FWD,,,,
Honda,Pilot SUV 4WD,2013,4.3,4,5,4,FALSE,Pilot,SUV,4WD,,,,,
Honda,CR-Z 3 HB FWD,2016,4,4,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,Pilot SUV 4WD,2014,4.3,4,5,4,FALSE,Pilot,SUV,4WD,,,,,
Honda,Pilot SUV FWD,2014,4.3,4,5,4,FALSE,Pilot,SUV,FWD,,,,,
Honda,Civic 2 DR FWD,2014,4.3,4,5,4,FALSE,Civic,2,DR,FWD,,,,
Honda,CR-Z 3 HB FWD,2014,4,4,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,Civic Hybrid (IMA) 4 DR FWD,2011,3.3,4,2,4,FALSE,Civic,Hybrid,(IMA),4,DR,FWD,,
Honda,Civic 4 DR FWD,2011,3.3,4,2,4,FALSE,Civic,4,DR,FWD,,,,
Honda,CR-Z 3 HB FWD,2011,3.7,3,3,5,FALSE,CR-Z,3,HB,FWD,,,,
Honda,Civic CNG 4 DR FWD,2011,3.3,4,2,4,FALSE,Civic,CNG,4,DR,FWD,,,
Hyundai,Sonata 4 DR FWD Latest Release,2011,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,Latest,Release,,
Hyundai,Sonata Hybrid 4 DR FWD,2011,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Sonata 4 DR FWD Later Release,2011,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,Later,Release,,
Hyundai,Sonata 4 DR FWD,2012,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2012,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Sonata 4 DR FWD,2013,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Elantra 4 DR FWD,2013,4.3,4,5,4,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra 4 DR FWD Later Release,2012,4.3,4,5,4,FALSE,Elantra,4,DR,FWD,Later,Release,,
Hyundai,Sonata Hybrid 4 DR FWD,2013,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Elantra GT 5 HB FWD,2013,4.3,4,5,4,FALSE,Elantra,GT,5,HB,FWD,,,
Hyundai,Elantra 4 DR FWD,2015,4.3,4,5,4,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,VELOSTER 3 C FWD,2015,4.3,4,5,4,FALSE,VELOSTER,3,C,FWD,,,,
Hyundai,Santa Fe Sport SUV AWD,2015,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,Santa Fe Sport SUV FWD,2015,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Sonata Hybrid 4 DR FWD,2015,4.7,5,5,4,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Genesis 4 DR RWD,2015,5,5,5,5,FALSE,Genesis,4,DR,RWD,,,,
Hyundai,Genesis 4 DR AWD,2015,5,5,5,5,FALSE,Genesis,4,DR,AWD,,,,
Hyundai,VELOSTER 3 C FWD,2016,4.3,4,5,4,FALSE,VELOSTER,3,C,FWD,,,,
Hyundai,Santa Fe Sport SUV FWD,2016,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Sonata Hybrid 4 DR FWD,2016,4.7,5,5,4,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Elantra 4 DR FWD,2014,4.3,4,5,4,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra GT 5 HB FWD,2014,4.3,4,5,4,FALSE,Elantra,GT,5,HB,FWD,,,
Hyundai,Santa Fe Sport SUV AWD,2014,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,Santa Fe Sport SUV FWD,2014,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Sonata 4 DR FWD,2014,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2014,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Santa Fe Sport SUV AWD,2013,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,Santa Fe Sport SUV FWD,2013,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Genesis 4 DR RWD,2016,5,5,5,5,FALSE,Genesis,4,DR,RWD,,,,
Hyundai,Genesis 4 DR AWD,2016,5,5,5,5,FALSE,Genesis,4,DR,AWD,,,,
Hyundai,Sonata 4 DR FWD,2016,4.7,5,5,4,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Elantra 4 DR FWD,2016,4.3,4,5,4,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra Gt 5 HB FWD,2016,4.3,4,5,4,FALSE,Elantra,Gt,5,HB,FWD,,,
Hyundai,Santa Fe Sport SUV AWD,2016,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,VELOSTER 3 C FWD,2014,4.3,4,5,4,FALSE,VELOSTER,3,C,FWD,,,,
Hyundai,Elantra Gt 5 HB FWD,2015,4.3,4,5,4,FALSE,Elantra,Gt,5,HB,FWD,,,
Hyundai,Sonata 4 DR FWD,2015,4.7,5,5,4,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Tucson SUV FWD,2016,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2016,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2017,4.7,5,5,4,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,VELOSTER 3 C FWD,2017,4.3,4,5,4,FALSE,VELOSTER,3,C,FWD,,,,
Hyundai,Tucson SUV FWD,2017,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2017,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Sonata 4 DR FWD,2017,4.7,5,5,4,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Santa Fe Sport SUV FWD,2017,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Santa Fe Sport SUV AWD,2017,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,Elantra Gt 5 HB FWD,2017,4.3,4,5,4,FALSE,Elantra,Gt,5,HB,FWD,,,
Hyundai,Sonata Hybrid 4 DR FWD,2018,4.7,5,5,4,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Tucson SUV AWD,2018,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Tucson SUV FWD,2018,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Sonata 4 DR FWD,2018,4.7,5,5,4,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Santa Fe SUV FWD,2018,4.3,4,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Santa Fe SUV AWD,2018,4.3,4,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Santa Fe Sport SUV FWD,2018,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,FWD,,,
Hyundai,Santa Fe Sport SUV AWD,2018,4.7,5,5,4,FALSE,Santa,Fe,Sport,SUV,AWD,,,
Hyundai,Santa Fe XL SUV FWD,2019,4.3,4,5,4,FALSE,Santa,Fe,XL,SUV,FWD,,,
Hyundai,Santa Fe XL SUV AWD,2019,4.3,4,5,4,FALSE,Santa,Fe,XL,SUV,AWD,,,
Hyundai,Santa Fe SUV FWD,2019,4.3,4,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Santa Fe SUV AWD,2019,4.3,4,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Tucson SUV FWD,2020,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Santa Fe SUV FWD,2020,4.3,4,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Palisade SUV FWD,2020,4.7,5,5,4,FALSE,Palisade,SUV,FWD,,,,,
Hyundai,Kona SUV AWD,2020,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Tucson SUV AWD,2020,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Santa Fe SUV AWD,2020,4.3,4,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Sonata 4 DR FWD,2020,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata HEV 4 DR FWD,2020,4.7,4,5,5,FALSE,Sonata,HEV,4,DR,FWD,,,
Hyundai,Kona SUV FWD,2020,4.7,5,5,4,FALSE,Kona,SUV,FWD,,,,,
Hyundai,Palisade SUV AWD,2020,4.7,5,5,4,FALSE,Palisade,SUV,AWD,,,,,
Hyundai,Kona SUV AWD,2021,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Tucson SUV AWD,2021,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Palisade SUV AWD,2021,4.7,5,5,4,FALSE,Palisade,SUV,AWD,,,,,
Hyundai,Kona SUV FWD,2021,4.7,5,5,4,FALSE,Kona,SUV,FWD,,,,,
Hyundai,Tucson SUV FWD,2021,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Palisade SUV FWD,2021,4.7,5,5,4,FALSE,Palisade,SUV,FWD,,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2019,4.7,5,5,4,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Kona SUV AWD,2019,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Kona SUV FWD,2019,4.7,5,5,4,FALSE,Kona,SUV,FWD,,,,,
Hyundai,Sonata 4 DR FWD,2019,4.7,5,5,4,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Tucson SUV FWD,2019,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2019,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Sonata 4 DR FWD,2021,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2021,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Elantra 4 DR FWD,2021,4.7,4,5,5,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra Hybrid 4 DR FWD,2021,4.7,4,5,5,FALSE,Elantra,Hybrid,4,DR,FWD,,,
Hyundai,Elantra N-Line 4 DR FWD,2021,4.7,4,5,5,FALSE,Elantra,N-Line,4,DR,FWD,,,
Hyundai,Santa Fe SUV FWD,2021,4.7,5,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Santa Fe SUV AWD,2021,4.7,5,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Kona SUV FWD,2022,4.7,5,5,4,FALSE,Kona,SUV,FWD,,,,,
Hyundai,Santa Fe SUV FWD,2022,4.7,5,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Elantra 4 DR FWD,2022,4.7,4,5,5,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra Hybrid 4 DR FWD,2022,4.7,4,5,5,FALSE,Elantra,Hybrid,4,DR,FWD,,,
Hyundai,Sonata 4 DR FWD,2022,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2022,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Kona SUV AWD,2022,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Santa Fe SUV AWD,2022,4.7,5,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Santa Fe Hybrid SUV AWD,2022,4.7,5,5,4,FALSE,Santa,Fe,Hybrid,SUV,AWD,,,
Hyundai,Tucson SUV FWD,2023,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Elantra 4 DR FWD,2023,4.7,4,5,5,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Sonata 4 DR FWD,2023,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Elantra 4 DR FWD,2022,4.7,4,5,5,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra Hybrid 4 DR FWD,2022,4.7,4,5,5,FALSE,Elantra,Hybrid,4,DR,FWD,,,
Hyundai,Sonata 4 DR FWD,2022,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Sonata Hybrid 4 DR FWD,2022,4.7,4,5,5,FALSE,Sonata,Hybrid,4,DR,FWD,,,
Hyundai,Kona SUV AWD,2022,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Santa Fe SUV AWD,2022,4.7,5,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Santa Fe Hybrid SUV AWD,2022,4.7,5,5,4,FALSE,Santa,Fe,Hybrid,SUV,AWD,,,
Hyundai,Tucson SUV FWD,2023,4.7,5,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Elantra 4 DR FWD,2023,4.7,4,5,5,FALSE,Elantra,4,DR,FWD,,,,
Hyundai,Sonata 4 DR FWD,2023,4.7,4,5,5,FALSE,Sonata,4,DR,FWD,,,,
Hyundai,Santa Cruz PU/CC FWD,2023,4.7,5,5,4,FALSE,Santa,Cruz,PU/CC,FWD,,,,
Hyundai,Santa Cruz PU/CC AWD,2023,4.7,5,5,4,FALSE,Santa,Cruz,PU/CC,AWD,,,,
Hyundai,Tucson SUV FWD Later Release,2022,4.7,5,5,4,FALSE,Tucson,SUV,FWD,Later,Release,,,
Hyundai,Tucson Hybrid SUV FWD Later Release,2022,4.7,5,5,4,FALSE,Tucson,Hybrid,SUV,FWD,Later,Release,,
Hyundai,Elantra HEV 4 DR FWD,2023,4.7,4,5,5,FALSE,Elantra,HEV,4,DR,FWD,,,
Hyundai,Palisade SUV FWD,2022,4.7,5,5,4,FALSE,Palisade,SUV,FWD,,,,,
Hyundai,Palisade SUV AWD,2022,4.7,5,5,4,FALSE,Palisade,SUV,AWD,,,,,
Hyundai,Ioniq 5 SUV AWD,2022,4.7,4,5,5,FALSE,Ioniq,5,SUV,AWD,,,,
Hyundai,Sonata HEV 4 DR FWD,2023,4.7,4,5,5,FALSE,Sonata,HEV,4,DR,FWD,,,
Hyundai,Kona SUV FWD,2023,4.7,5,5,4,FALSE,Kona,SUV,FWD,,,,,
Hyundai,Kona SUV AWD,2023,4.7,5,5,4,FALSE,Kona,SUV,AWD,,,,,
Hyundai,Santa Fe SUV FWD,2023,4.7,5,5,4,FALSE,Santa,Fe,SUV,FWD,,,,
Hyundai,Santa Fe SUV AWD,2023,4.7,5,5,4,FALSE,Santa,Fe,SUV,AWD,,,,
Hyundai,Santa Fe HEV SUV AWD,2023,4.7,5,5,4,FALSE,Santa,Fe,HEV,SUV,AWD,,,
Hyundai,Ioniq 5 SUV AWD,2023,4.7,4,5,5,FALSE,Ioniq,5,SUV,AWD,,,,
Hyundai,Santa Fe Hybrid SUV AWD,2021,4.7,5,5,4,FALSE,Santa,Fe,Hybrid,SUV,AWD,,,
Hyundai,Santa Fe Hybrid SUV FWD,2021,4.7,5,5,4,FALSE,Santa,Fe,Hybrid,SUV,FWD,,,
Hyundai,Sonata 4 DR FWD Early Release,2011,4.3,3,5,5,FALSE,Sonata,4,DR,FWD,Early,Release,,
Hyundai,Tucson SUV FWD,2012,4.3,4,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Accent 4 DR FWD,2012,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 5 HB FWD,2012,4,4,4,4,TRUE,Accent,5,HB,FWD,,,,
Hyundai,Elantra 4 DR FWD Early Release,2012,4,3,5,4,FALSE,Elantra,4,DR,FWD,Early,Release,,
Hyundai,Tucson SUV AWD,2012,4.3,4,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Accent 4 DR FWD,2013,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Tucson SUV FWD,2013,4.3,4,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2013,4.3,4,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Tucson SUV FWD,2015,4.3,4,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2015,4.3,4,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Accent 4 DR FWD,2014,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 5 5 HB FWD,2014,4,4,4,4,TRUE,Accent,5,5,HB,FWD,,,
Hyundai,Accent 5 5 HB FWD,2013,4,4,4,4,TRUE,Accent,5,5,HB,FWD,,,
Hyundai,Accent 4 DR FWD,2016,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 5 5 HB FWD,2016,4,4,4,4,TRUE,Accent,5,5,HB,FWD,,,
Hyundai,Accent 4 DR FWD,2015,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 5 5 HB FWD,2015,4,4,4,4,TRUE,Accent,5,5,HB,FWD,,,
Hyundai,Tucson SUV FWD,2014,4.3,4,5,4,FALSE,Tucson,SUV,FWD,,,,,
Hyundai,Tucson SUV AWD,2014,4.3,4,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Accent 4 DR FWD,2017,4,4,4,4,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 5 5 HB FWD,2017,4,4,4,4,TRUE,Accent,5,5,HB,FWD,,,
Hyundai,Elantra 4 DR FWD Early Release,2017,4.3,4,4,5,TRUE,Elantra,4,DR,FWD,Early,Release,,
Hyundai,Elantra Gt 5 HB FWD,2018,4,4,4,4,TRUE,Elantra,Gt,5,HB,FWD,,,
Hyundai,Elantra 4 DR FWD Later Release,2017,4,4,4,4,TRUE,Elantra,4,DR,FWD,Later,Release,,
Hyundai,Elantra 4 DR FWD,2018,4,4,4,4,TRUE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra Gt 5 HB FWD,2019,4,4,4,4,TRUE,Elantra,Gt,5,HB,FWD,,,
Hyundai,Elantra 4 DR FWD,2020,4,4,4,4,TRUE,Elantra,4,DR,FWD,,,,
Hyundai,Elantra GT 5 HB FWD,2020,4,4,4,4,TRUE,Elantra,GT,5,HB,FWD,,,
Hyundai,Venue 5 HB FWD,2020,4.3,4,5,4,FALSE,Venue,5,HB,FWD,,,,
Hyundai,Accent 4 DR FWD,2021,4.3,4,4,5,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Elantra 4 DR FWD,2019,4,4,4,4,TRUE,Elantra,4,DR,FWD,,,,
Hyundai,Accent 4 DR FWD,2020,4.3,4,4,5,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Accent 4 DR FWD,2022,4.3,4,4,5,TRUE,Accent,4,DR,FWD,,,,
Hyundai,Venue 5 HB FWD,2022,4.3,4,5,4,FALSE,Venue,5,HB,FWD,,,,
Hyundai,Venue SUV FWD,2021,4.3,4,5,4,FALSE,Venue,SUV,FWD,,,,,
Hyundai,Tucson SUV FWD Early Release,2022,4.3,4,5,4,FALSE,Tucson,SUV,FWD,Early,Release,,,
Hyundai,Tucson Hybrid SUV FWD Early Release,2022,4.3,4,5,4,FALSE,Tucson,Hybrid,SUV,FWD,Early,Release,,
Hyundai,Tucson SUV AWD Early Release,2022,4.3,4,5,4,FALSE,Tucson,SUV,AWD,Early,Release,,,
Hyundai,Tucson Hybrid SUV AWD Early Release,2022,4.3,4,5,4,FALSE,Tucson,Hybrid,SUV,AWD,Early,Release,,
Hyundai,Tucson SUV AWD,2023,4.7,5,5,4,FALSE,Tucson,SUV,AWD,,,,,
Hyundai,Tucson SUV AWD Later Release,2022,4.7,5,5,4,FALSE,Tucson,SUV,AWD,Later,Release,,,
Hyundai,Tucson Hybrid SUV AWD Later Release,2022,4.7,5,5,4,FALSE,Tucson,Hybrid,SUV,AWD,Later,Release,,
