make,model,year,overall_rating,frontal_crash,side_crash,rollover,safety_concern,model,1,2,3,,,,
Ford,Fusion Hybrid 4 DR FWD,2013,4.3,5,4,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Fusion 4 DR FWD,2014,4.3,5,4,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Focus 4 DR FWD,2015,4.7,5,5,4,FALSE,Focus,4,DR,FWD,,,,
Ford,Focus 5 HB FWD,2015,4.7,5,5,4,FALSE,Focus,5,HB,FWD,,,,
Ford,Mustang 2 DR RWD,2015,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Focus 5 HB FWD,2017,4.7,5,5,4,FALSE,Focus,5,HB,FWD,,,,
Ford,Focus 4 DR FWD,2017,4.7,5,5,4,FALSE,Focus,4,DR,FWD,,,,
Ford,Mustang 2 DR RWD,2017,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Taurus 4 DR AWD,2017,4.7,5,5,4,FALSE,Taurus,4,DR,AWD,,,,
Ford,Taurus 4 DR FWD,2017,4.7,5,5,4,FALSE,Taurus,4,DR,FWD,,,,
Ford,Edge SUV FWD,2017,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Edge SUV AWD,2017,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Explorer 4 DR SUV FWD,2017,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,FWD,,,
Ford,Explorer 4 DR SUV AWD,2017,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,AWD,,,
Ford,Expedition SUV 4x2,2017,4.3,5,5,3,FALSE,Expedition,SUV,4x2,,,,,
Ford,Expedition SUV 4x4,2017,4.7,5,5,4,FALSE,Expedition,SUV,4x4,,,,,
Ford,Expedition EL EXTENDED SUV 4x2,2017,4.3,5,5,3,FALSE,Expedition,EL,EXTENDED,SUV,4x2,,,
Ford,Expedition EL EXTENDED SUV 4x4,2017,4.7,5,5,4,FALSE,Expedition,EL,EXTENDED,SUV,4x4,,,
Ford,Transit Connect Wagon FWD,2017,4.3,4,5,4,FALSE,Transit,Connect,Wagon,FWD,,,,
Ford,F-150 Regular Cab PU/RC 4x4,2017,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,4x4,,,
Ford,F-150 Regular Cab PU/RC 4x2,2017,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,4x2,,,
Ford,F-150 Supercab PU/EC 4x2,2017,4.7,5,5,4,FALSE,F-150,Supercab,PU/EC,4x2,,,,
Ford,F-150 Supercab PU/EC 4x4,2017,4.7,5,5,4,FALSE,F-150,Supercab,PU/EC,4x4,,,,
Ford,F-150 Crew Cab PU/CC 4x2,2017,4.7,5,5,4,FALSE,F-150,Crew,Cab,PU/CC,4x2,,,
Ford,F-150 Crew Cab PU/CC 4x4,2017,4.7,5,5,4,FALSE,F-150,Crew,Cab,PU/CC,4x4,,,
Ford,Fusion 4 DR FWD,2017,4.3,4,5,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Fusion 4 DR AWD,2017,4.3,4,5,4,FALSE,Fusion,4,DR,AWD,,,,
Ford,Fusion Hybrid 4 DR FWD,2017,4.3,4,5,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Escape SUV FWD,2017,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape SUV AWD,2017,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Explorer 4 DR SUV FWD,2016,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,FWD,,,
Ford,Explorer 4 DR SUV AWD,2016,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,AWD,,,
Ford,F-250 Crew Cab PU/CC 4x2,2017,4.7,5,5,4,FALSE,F-250,Crew,Cab,PU/CC,4x2,,,
Ford,F-250 Supercab PU/EC 4x2,2017,4.3,4,5,4,FALSE,F-250,Supercab,PU/EC,4x2,,,,
Ford,Focus RS 5 HB AWD,2017,4.3,4,5,4,FALSE,Focus,RS,5,HB,AWD,,,
Ford,F-150 Super Crew PU/CC 4x2,2018,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4x2,,,
Ford,F-150 Super Crew PU/CC 4x4,2018,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4x4,,,
Ford,Expedition EL EXTENDED SUV 4x2,2018,4.3,5,5,3,FALSE,Expedition,EL,EXTENDED,SUV,4x2,,,
Ford,Expedition EL EXTENDED SUV 4x4,2018,4.7,5,5,4,FALSE,Expedition,EL,EXTENDED,SUV,4x4,,,
Ford,Expedition SUV 4x2,2018,4.3,5,5,3,FALSE,Expedition,SUV,4x2,,,,,
Ford,Expedition SUV 4x4,2018,4.7,5,5,4,FALSE,Expedition,SUV,4x4,,,,,
Ford,Fusion 4 DR AWD,2019,4.3,4,5,4,FALSE,Fusion,4,DR,AWD,,,,
Ford,Mustang GT350R 2 DR RWD,2018,5,5,5,5,FALSE,Mustang,GT350R,2,DR,RWD,,,
Ford,Fusion 4 DR FWD,2019,4.3,4,5,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Focus 4 DR FWD,2018,4.7,5,5,4,FALSE,Focus,4,DR,FWD,,,,
Ford,Focus 5 HB FWD,2018,4.7,5,5,4,FALSE,Focus,5,HB,FWD,,,,
Ford,Focus RS 5 HB AWD,2018,4.3,4,5,4,FALSE,Focus,RS,5,HB,AWD,,,
Ford,Fusion 4 DR FWD,2018,4.3,4,5,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Fusion 4 DR AWD,2018,4.3,4,5,4,FALSE,Fusion,4,DR,AWD,,,,
Ford,Fusion Hybrid 4 DR FWD,2018,4.3,4,5,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Mustang 2 DR RWD,2018,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Taurus 4 DR FWD,2018,4.7,5,5,4,FALSE,Taurus,4,DR,FWD,,,,
Ford,Taurus 4 DR AWD,2018,4.7,5,5,4,FALSE,Taurus,4,DR,AWD,,,,
Ford,Edge SUV FWD,2018,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Edge SUV AWD,2018,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape SUV FWD,2018,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape SUV AWD,2018,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Explorer 4 DR SUV FWD,2018,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,FWD,,,
Ford,Explorer 4 DR SUV AWD,2018,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,AWD,,,
Ford,Transit Connect Wagon FWD,2018,4.3,4,5,4,FALSE,Transit,Connect,Wagon,FWD,,,,
Ford,Expedition EL SUV 4WD,2020,4.7,5,5,4,FALSE,Expedition,EL,SUV,4WD,,,,
Ford,F-150 Super Crew PU/CC 4WD,2020,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4WD,,,
Ford,Fusion 4 DR FWD,2020,4.3,4,5,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Fusion HEV 4 DR FWD,2020,4.3,4,5,4,FALSE,Fusion,HEV,4,DR,FWD,,,
Ford,Mustang 2 DR RWD,2020,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Mustang GT350R 2 DR RWD,2020,5,5,5,5,FALSE,Mustang,GT350R,2,DR,RWD,,,
Ford,Edge SUV FWD,2020,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Escape SUV FWD,2020,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape HEV SUV FWD,2020,4.7,5,5,4,FALSE,Escape,HEV,SUV,FWD,,,,
Ford,Explorer SUV RWD,2020,4.7,5,5,4,FALSE,Explorer,SUV,RWD,,,,,
Ford,Explorer HEV SUV RWD,2020,4.7,5,5,4,FALSE,Explorer,HEV,SUV,RWD,,,,
Ford,Expedition SUV 2WD,2020,4.3,5,5,3,FALSE,Expedition,SUV,2WD,,,,,
Ford,Expedition EL SUV 2WD,2020,4.3,5,5,3,FALSE,Expedition,EL,SUV,2WD,,,,
Ford,F-150 Super Crew PU/CC 2WD,2020,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,2WD,,,
Ford,Fusion 4 DR AWD,2020,4.3,4,5,4,FALSE,Fusion,4,DR,AWD,,,,
Ford,Edge SUV AWD,2020,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape SUV AWD,2020,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Escape HEV SUV AWD,2020,4.7,5,5,4,FALSE,Escape,HEV,SUV,AWD,,,,
Ford,Explorer SUV 4WD,2020,4.7,5,5,4,FALSE,Explorer,SUV,4WD,,,,,
Ford,Explorer HEV SUV 4WD,2020,4.7,5,5,4,FALSE,Explorer,HEV,SUV,4WD,,,,
Ford,Expedition SUV 4WD,2020,4.7,5,5,4,FALSE,Expedition,SUV,4WD,,,,,
Ford,Fusion Hybrid 4 DR FWD,2019,4.3,4,5,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Mustang 2 DR RWD,2019,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Mustang GT350R 2 DR RWD,2019,5,5,5,5,FALSE,Mustang,GT350R,2,DR,RWD,,,
Ford,Edge SUV AWD,2019,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Edge SUV FWD,2019,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Escape SUV FWD,2019,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape SUV AWD,2019,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Expedition SUV 4x4,2019,4.7,5,5,4,FALSE,Expedition,SUV,4x4,,,,,
Ford,Expedition SUV 4x2,2019,4.3,5,5,3,FALSE,Expedition,SUV,4x2,,,,,
Ford,Expedition EL EXTENDED SUV 4x2,2019,4.3,5,5,3,FALSE,Expedition,EL,EXTENDED,SUV,4x2,,,
Ford,Expedition EL EXTENDED SUV 4x4,2019,4.7,5,5,4,FALSE,Expedition,EL,EXTENDED,SUV,4x4,,,
Ford,Explorer 4 DR SUV AWD,2019,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,AWD,,,
Ford,Explorer 4 DR SUV FWD,2019,4.7,5,5,4,FALSE,Explorer,4,DR,SUV,FWD,,,
Ford,Taurus 4 DR FWD,2019,4.7,5,5,4,FALSE,Taurus,4,DR,FWD,,,,
Ford,Taurus 4 DR AWD,2019,4.7,5,5,4,FALSE,Taurus,4,DR,AWD,,,,
Ford,F-150 Super Crew PU/CC 4x4,2019,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4x4,,,
Ford,F-150 Super Crew PU/CC 4x2,2019,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4x2,,,
Ford,F-250 Supercab PU/EC 4x2,2019,4.3,4,5,4,FALSE,F-250,Supercab,PU/EC,4x2,,,,
Ford,F-250 Crew Cab PU/CC 4x2,2019,4.7,5,5,4,FALSE,F-250,Crew,Cab,PU/CC,4x2,,,
Ford,Edge SUV FWD,2021,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Escape SUV FWD,2021,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape HEV SUV FWD,2021,4.7,5,5,4,FALSE,Escape,HEV,SUV,FWD,,,,
Ford,Expedition SUV 2WD,2021,4.3,5,5,3,FALSE,Expedition,SUV,2WD,,,,,
Ford,Expedition EL SUV 2WD,2021,4.3,5,5,3,FALSE,Expedition,EL,SUV,2WD,,,,
Ford,Explorer SUV RWD,2021,4.7,5,5,4,FALSE,Explorer,SUV,RWD,,,,,
Ford,F-150 Regular Cab PU/RC 2WD,2021,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,2WD,,,
Ford,F-150 Super Cab PU/EC 2WD,2021,4.7,5,5,4,FALSE,F-150,Super,Cab,PU/EC,2WD,,,
Ford,F-150 Super Crew PU/CC 2WD,2021,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,2WD,,,
Ford,F-250 Crew Cab PU/CC 2WD,2021,4.7,5,5,4,FALSE,F-250,Crew,Cab,PU/CC,2WD,,,
Ford,Mustang 2 DR RWD,2021,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Mustang GT500 2 DR RWD,2021,5,5,5,5,FALSE,Mustang,GT500,2,DR,RWD,,,
Ford,Edge SUV AWD,2021,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape SUV AWD,2021,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Escape HEV SUV AWD,2021,4.7,5,5,4,FALSE,Escape,HEV,SUV,AWD,,,,
Ford,Bronco Sport SUV 4WD,2021,4.7,5,5,4,FALSE,Bronco,Sport,SUV,4WD,,,,
Ford,Expedition SUV 4WD,2021,4.7,5,5,4,FALSE,Expedition,SUV,4WD,,,,,
Ford,Expedition EL SUV 4WD,2021,4.7,5,5,4,FALSE,Expedition,EL,SUV,4WD,,,,
Ford,Explorer SUV 4WD,2021,4.7,5,5,4,FALSE,Explorer,SUV,4WD,,,,,
Ford,F-150 Regular Cab PU/RC 4WD,2021,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,4WD,,,
Ford,F-150 Super Cab PU/EC 4WD,2021,4.7,5,5,4,FALSE,F-150,Super,Cab,PU/EC,4WD,,,
Ford,F-150 Super Crew PU/CC 4WD,2021,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4WD,,,
Ford,Bronco Sport SUV 4WD,2022,4.7,5,5,4,FALSE,Bronco,Sport,SUV,4WD,,,,
Ford,Edge SUV FWD,2022,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Escape SUV FWD,2022,4.7,5,5,4,FALSE,Escape,SUV,FWD,,,,,
Ford,Escape HEV SUV FWD,2022,4.7,5,5,4,FALSE,Escape,HEV,SUV,FWD,,,,
Ford,Escape PHEV SUV FWD,2022,4.3,4,5,4,FALSE,Escape,PHEV,SUV,FWD,,,,
Ford,Expedition SUV 2WD,2022,4.3,5,5,3,FALSE,Expedition,SUV,2WD,,,,,
Ford,Expedition EL SUV 2WD,2022,4.3,5,5,3,FALSE,Expedition,EL,SUV,2WD,,,,
Ford,F-150 Regular Cab PU/RC 2WD,2022,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,2WD,,,
Ford,F-150 Super Cab PU/EC 2WD,2022,4.7,5,5,4,FALSE,F-150,Super,Cab,PU/EC,2WD,,,
Ford,F-150 Super Crew PU/CC 2WD,2022,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,2WD,,,
Ford,F-150 Super Crew HEV PU/CC 2WD,2022,4.7,5,5,4,FALSE,F-150,Super,Crew,HEV,PU/CC,2WD,,
Ford,F-250 Super Cab PU/EC 2WD,2022,4.3,4,5,4,FALSE,F-250,Super,Cab,PU/EC,2WD,,,
Ford,F-250 Crew Cab PU/CC 2WD,2022,4.7,5,5,4,FALSE,F-250,Crew,Cab,PU/CC,2WD,,,
Ford,Mustang 2 DR RWD,2022,5,5,5,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Mustang GT 500 2 DR RWD,2022,5,5,5,5,FALSE,Mustang,GT,500,2,DR,RWD,,
Ford,Edge SUV AWD,2022,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape SUV AWD,2022,4.7,5,5,4,FALSE,Escape,SUV,AWD,,,,,
Ford,Escape HEV SUV AWD,2022,4.7,5,5,4,FALSE,Escape,HEV,SUV,AWD,,,,
Ford,Expedition SUV 4WD,2022,4.7,5,5,4,FALSE,Expedition,SUV,4WD,,,,,
Ford,Expedition EL SUV 4WD,2022,4.7,5,5,4,FALSE,Expedition,EL,SUV,4WD,,,,
Ford,F-150 Regular Cab PU/RC 4WD,2022,4.7,5,5,4,FALSE,F-150,Regular,Cab,PU/RC,4WD,,,
Ford,F-150 Super Cab PU/EC 4WD,2022,4.7,5,5,4,FALSE,F-150,Super,Cab,PU/EC,4WD,,,
Ford,F-150 Super Crew PU/CC 4WD,2022,4.7,5,5,4,FALSE,F-150,Super,Crew,PU/CC,4WD,,,
Ford,F-150 Super Crew HEV PU/CC 4WD,2022,4.7,5,5,4,FALSE,F-150,Super,Crew,HEV,PU/CC,4WD,,
Ford,Bronco Sport SUV 4WD,2023,4.7,5,5,4,FALSE,Bronco,Sport,SUV,4WD,,,,
Ford,Edge SUV FWD,2023,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Edge SUV AWD,2023,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape Gas SUV FWD,2023,4.7,5,5,4,FALSE,Escape,Gas,SUV,FWD,,,,
Ford,Escape Gas SUV AWD,2023,4.7,5,5,4,FALSE,Escape,Gas,SUV,AWD,,,,
Ford,Escape HEV SUV FWD,2023,4.7,5,5,4,FALSE,Escape,HEV,SUV,FWD,,,,
Ford,Escape HEV SUV AWD,2023,4.7,5,5,4,FALSE,Escape,HEV,SUV,AWD,,,,
Ford,Escape PHEV SUV FWD,2023,4.3,4,5,4,FALSE,Escape,PHEV,SUV,FWD,,,,
Ford,Expedition SUV RWD,2023,4.3,5,5,3,FALSE,Expedition,SUV,RWD,,,,,
Ford,Expedition SUV 4WD,2023,4.7,5,5,4,FALSE,Expedition,SUV,4WD,,,,,
Ford,Expedition EL SUV RWD,2023,4.3,5,5,3,FALSE,Expedition,EL,SUV,RWD,,,,
Ford,Expedition EL SUV 4WD,2023,4.7,5,5,4,FALSE,Expedition,EL,SUV,4WD,,,,
Ford,Explorer Gas SUV RWD,2023,4.7,5,5,4,FALSE,Explorer,Gas,SUV,RWD,,,,
Ford,Explorer Gas SUV 4WD,2023,4.7,5,5,4,FALSE,Explorer,Gas,SUV,4WD,,,,
Ford,Explorer HEV SUV RWD,2023,4.7,5,5,4,FALSE,Explorer,HEV,SUV,RWD,,,,
Ford,Explorer HEV SUV 4WD,2023,4.7,5,5,4,FALSE,Explorer,HEV,SUV,4WD,,,,
Ford,F-150 (Regular Cab) Gas PU/RC RWD,2023,4.7,5,5,4,FALSE,F-150,(Regular,Cab),Gas,PU/RC,RWD,,
Ford,F-150 (Regular Cab) Gas PU/RC 4WD,2023,4.7,5,5,4,FALSE,F-150,(Regular,Cab),Gas,PU/RC,4WD,,
Ford,F-150 (Super Cab) Gas PU/EC RWD,2023,4.7,5,5,4,FALSE,F-150,(Super,Cab),Gas,PU/EC,RWD,,
Ford,F-150 (Super Cab) Gas PU/EC 4WD,2023,4.7,5,5,4,FALSE,F-150,(Super,Cab),Gas,PU/EC,4WD,,
Ford,F-150 (Super Crew) Gas PU/CC RWD,2023,4.7,5,5,4,FALSE,F-150,(Super,Crew),Gas,PU/CC,RWD,,
Ford,F-150 (Super Crew) Gas PU/CC 4WD,2023,4.7,5,5,4,FALSE,F-150,(Super,Crew),Gas,PU/CC,4WD,,
Ford,F-150 (Super Crew) HEV PU/CC RWD,2023,4.7,5,5,4,FALSE,F-150,(Super,Crew),HEV,PU/CC,RWD,,
Ford,F-150 (Super Crew) HEV PU/CC 4WD,2023,4.7,5,5,4,FALSE,F-150,(Super,Crew),HEV,PU/CC,4WD,,
Ford,F-150 (Super Crew) Lightning BEV PU/CC 4WD,2023,4.3,4,5,4,FALSE,F-150,(Super,Crew),Lightning,BEV,PU/CC,4WD,
Ford,Mustang Coupe 2 DR RWD,2023,5,5,5,5,FALSE,Mustang,Coupe,2,DR,RWD,,,
Ford,Mustang GT 500 2 DR RWD,2023,5,5,5,5,FALSE,Mustang,GT,500,2,DR,RWD,,
Ford,Explorer HEV SUV 4WD,2021,4.7,5,5,4,FALSE,Explorer,HEV,SUV,4WD,,,,
Ford,Explorer HEV SUV RWD,2021,4.7,5,5,4,FALSE,Explorer,HEV,SUV,RWD,,,,
Ford,F-150 (Super Crew) Lightning BEV 4WD,2022,4.3,4,5,4,FALSE,F-150,(Super,Crew),Lightning,BEV,4WD,,
Ford,Bronco Sport SUV 4WD,2024,4.7,5,5,4,FALSE,Bronco,Sport,SUV,4WD,,,,
Ford,Edge SUV FWD,2024,4.7,5,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Edge SUV AWD,2024,4.7,5,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Escape Gas SUV AWD,2024,4.7,5,5,4,FALSE,Escape,Gas,SUV,AWD,,,,
Ford,Escape HEV SUV FWD,2024,4.7,5,5,4,FALSE,Escape,HEV,SUV,FWD,,,,
Ford,Escape HEV SUV AWD,2024,4.7,5,5,4,FALSE,Escape,HEV,SUV,AWD,,,,
Ford,Escape PHEV SUV FWD,2024,4.3,4,5,4,FALSE,Escape,PHEV,SUV,FWD,,,,
Ford,Expedition SUV RWD,2024,4.3,5,5,3,FALSE,Expedition,SUV,RWD,,,,,
Ford,Expedition SUV 4WD,2024,4.7,5,5,4,FALSE,Expedition,SUV,4WD,,,,,
Ford,Expedition EL SUV RWD,2024,4.3,5,5,3,FALSE,Expedition,EL,SUV,RWD,,,,
Ford,Expedition EL SUV 4WD,2024,4.7,5,5,4,FALSE,Expedition,EL,SUV,4WD,,,,
Ford,Explorer Gas SUV RWD,2024,4.7,5,5,4,FALSE,Explorer,Gas,SUV,RWD,,,,
Ford,Explorer Gas SUV 4WD,2024,4.7,5,5,4,FALSE,Explorer,Gas,SUV,4WD,,,,
Ford,F-150 (Regular Cab) Gas PU/RC RWD,2024,4.7,5,5,4,FALSE,F-150,(Regular,Cab),Gas,PU/RC,RWD,,
Ford,F-150 (Regular Cab) Gas PU/RC 4WD,2024,4.7,5,5,4,FALSE,F-150,(Regular,Cab),Gas,PU/RC,4WD,,
Ford,F-150 (Super Cab) Gas PU/EC RWD,2024,4.7,5,5,4,FALSE,F-150,(Super,Cab),Gas,PU/EC,RWD,,
Ford,F-150 (Super Cab) Gas PU/EC 4WD,2024,4.7,5,5,4,FALSE,F-150,(Super,Cab),Gas,PU/EC,4WD,,
Ford,F-150 (Super Crew) Gas PU/CC RWD,2024,4.7,5,5,4,FALSE,F-150,(Super,Crew),Gas,PU/CC,RWD,,
Ford,F-150 (Super Crew) Gas PU/CC 4WD,2024,4.7,5,5,4,FALSE,F-150,(Super,Crew),Gas,PU/CC,4WD,,
Ford,F-150 (Super Crew) Lightning BEV PU/CC 4WD,2024,4.3,4,5,4,FALSE,F-150,(Super,Crew),Lightning,BEV,PU/CC,4WD,
Ford,Escape Gas SUV FWD,2024,4.7,5,5,4,FALSE,Escape,Gas,SUV,FWD,,,,
Ford,Explorer HEV SUV RWD,2024,4.7,5,5,4,FALSE,Explorer,HEV,SUV,RWD,,,,
Ford,Explorer HEV SUV 4WD,2024,4.7,5,5,4,FALSE,Explorer,HEV,SUV,4WD,,,,
Ford,F-150 (Super Crew) HEV PU/CC RWD,2024,4.7,5,5,4,FALSE,F-150,(Super,Crew),HEV,PU/CC,RWD,,
Ford,F-150 (Super Crew) HEV PU/CC 4WD,2024,4.7,5,5,4,FALSE,F-150,(Super,Crew),HEV,PU/CC,4WD,,
Ford,F-150 Regular Cab PU/RC 4x2,2011,4,3,5,4,FALSE,F-150,Regular,Cab,PU/RC,4x2,,,
Ford,F-150 Supercab PU/EC 4x2,2011,4,3,5,4,FALSE,F-150,Supercab,PU/EC,4x2,,,,
Ford,F-150 Super Crew PU/CC 4x2,2011,4,3,5,4,FALSE,F-150,Super,Crew,PU/CC,4x2,,,
Ford,Edge SUV FWD,2011,4,3,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Fiesta 4 DR FWD,2011,4.3,4,4,5,TRUE,Fiesta,4,DR,FWD,,,,
Ford,Fiesta 5 HB FWD,2011,4.3,4,4,5,TRUE,Fiesta,5,HB,FWD,,,,
Ford,Fusion 4 DR FWD,2011,3.7,3,4,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Fusion Hybrid 4 DR FWD,2011,3.7,3,4,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Taurus 4 DR FWD,2011,4.3,4,5,4,FALSE,Taurus,4,DR,FWD,,,,
Ford,Fusion 4 DR AWD,2011,4,3,4,5,FALSE,Fusion,4,DR,AWD,,,,
Ford,Taurus 4 DR AWD,2011,4.3,4,5,4,FALSE,Taurus,4,DR,AWD,,,,
Ford,Edge SUV AWD,2011,4,3,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,F-150 Regular Cab PU/RC 4x4,2011,3.7,3,5,3,FALSE,F-150,Regular,Cab,PU/RC,4x4,,,
Ford,F-150 Supercab PU/EC 4x4,2011,3.7,3,5,3,FALSE,F-150,Supercab,PU/EC,4x4,,,,
Ford,F-150 Super Crew PU/CC 4x4,2011,3.7,3,5,3,FALSE,F-150,Super,Crew,PU/CC,4x4,,,
Ford,Expedition EXTENDED SUV 4x2,2012,4,4,5,3,FALSE,Expedition,EXTENDED,SUV,4x2,,,,
Ford,Expedition EXTENDED SUV 4x4,2012,4.3,4,5,4,FALSE,Expedition,EXTENDED,SUV,4x4,,,,
Ford,F-250 Super Crew PU/CC 4x4,2012,4,4,5,3,FALSE,F-250,Super,Crew,PU/CC,4x4,,,
Ford,Fusion 4 DR AWD,2012,4,3,4,5,FALSE,Fusion,4,DR,AWD,,,,
Ford,Edge SUV FWD,2012,4,3,5,4,FALSE,Edge,SUV,FWD,,,,,
Ford,Expedition SUV 4x2,2012,4,4,5,3,FALSE,Expedition,SUV,4x2,,,,,
Ford,Explorer 4 DR SUV FWD,2012,4.3,4,5,4,FALSE,Explorer,4,DR,SUV,FWD,,,
Ford,F-150 Regular Cab PU/RC 4x2,2012,4.3,4,5,4,FALSE,F-150,Regular,Cab,PU/RC,4x2,,,
Ford,F-150 Supercab PU/EC 4x2,2012,4.3,4,5,4,FALSE,F-150,Supercab,PU/EC,4x2,,,,
Ford,F-150 Super Crew PU/CC 4x2,2012,4,3,5,4,FALSE,F-150,Super,Crew,PU/CC,4x2,,,
Ford,Taurus 4 DR AWD,2012,4.3,4,5,4,FALSE,Taurus,4,DR,AWD,,,,
Ford,F-250 Super Crew PU/CC 4x2,2012,4.3,4,5,4,FALSE,F-250,Super,Crew,PU/CC,4x2,,,
Ford,Fiesta 4 DR FWD,2012,4.3,4,4,5,TRUE,Fiesta,4,DR,FWD,,,,
Ford,Fiesta 5 HB FWD,2012,4.3,4,4,5,TRUE,Fiesta,5,HB,FWD,,,,
Ford,Focus 4 DR FWD,2012,4.3,4,5,4,FALSE,Focus,4,DR,FWD,,,,
Ford,Focus 5 DR FWD,2012,4.3,4,5,4,FALSE,Focus,5,DR,FWD,,,,
Ford,Fusion 4 DR FWD,2012,3.7,3,4,4,FALSE,Fusion,4,DR,FWD,,,,
Ford,Fusion Hybrid 4 DR FWD,2012,3.7,3,4,4,FALSE,Fusion,Hybrid,4,DR,FWD,,,
Ford,Mustang 2 DR RWD,2012,4.3,4,4,5,FALSE,Mustang,2,DR,RWD,,,,
Ford,Taurus 4 DR FWD,2012,4.3,4,5,4,FALSE,Taurus,4,DR,FWD,,,,
Ford,Edge SUV AWD,2012,4,3,5,4,FALSE,Edge,SUV,AWD,,,,,
Ford,Expedition SUV 4x4,2012,4.3,4,5,4,FALSE,Expedition,SUV,4x4,,,,,
Ford,Explorer 4 DR SUV AWD,2012,4.3,4,5,4,FALSE,Explorer,4,DR,SUV,AWD,,,
Ford,F-150 Regular Cab PU/RC 4x4,2012,4,4,5,3,FALSE,F-150,Regular,Cab,PU/RC,4x4,,,
